"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";"instrument";"rating";"outcome_category";"outcome_type";"mean_arm1";"sd_arm1";"mean_arm2";"sd_arm2";"n_arm1";"n_arm2";"baseline_mean_arm1";"baseline_sd_arm1";"baseline_mean_arm2";"baseline_sd_arm2";"source_of_participants";"sex_percentage_male";"mean_age";"country";"number_sessions";"time";"time_weeks";"year";"seq_gen";"alloc_conce";"blinding_assess";"missing_data";"vested_int";"selec_report";"d1";"d2";"d3";"d4";"d5";"rob";"event_arm1";"totaln_arm1";"event_arm2";"totaln_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"full_ref";".id";".g";".g_se";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2"
"Lange, 2018";"NFPP";"tau";NA;NA;"ADHD Rating Scale-IV (ADHD-RS-IV)–Preschool Danish Version (behavioural problems)";"parent";"Behavioral problems";"msd";4,04;2,37;4,92;2,13;84;64;4,78;2,44;5,27;2,5;"Clinic";73;5,08;"Denmark";8;"post";NA;2018;1;1;0;1;"?";1;"Low";"Low";"Low";"Low";"Low";"Low";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Lange, A.M., Daley, D., Frydenberg, M., et al. (2018) Parent Training for Preschool ADHD in Routine, Specialist Care: A Randomized Controlled Trial. J Am Acad Child Adolesc Psychiatry, 57(8), 593-602.";"Lange_2018_msd_ADHDRatingScale-IV(ADHD-RS-IV)–PreschoolDanishVersion(behaviouralproblems)_post_NA_parent_NFPP_tau_NA_NA";0,3857462445665092;0,1674445549827705;NA;NA;NA;NA;NA;NA
"Matos, 2009";"PCIT";"wl";NA;NA;"Combined";"parent";"ADHD total";"msd";11,895;4,66;18,375;5,295;20;12;18,175;4,795;19,67;4,4399999999999995;"Clinic and Community";"NA";5;"Puerto Rico";14,5;"post";NA;2009;"?";"?";0;1;"?";"?";"Some concerns";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Matos, M., Bauermeister, J.J., Bernal, G. (2009) Parent-child interaction therapy for puerto rican preschool children with ADHD and behavior problems: A pilot efficacy study. Fam Process, 48(2), 232-252.";"Matos_2009_msd_Combined_post_NA_parent_PCIT_wl_NA_NA";1,288480712459196;0,4007901921166639;NA;NA;NA;NA;NA;NA
"Matos, 2009";"PCIT";"wl";NA;NA;"ECBI-intensity (T)";"parent";"Behavioral problems";"msd";51,52;10,51;68,36;9,74;20;12;68,86;8,46;71,93;9,79;"Clinic and Community";"NA";5;"Puerto Rico";14,5;"post";NA;2009;"?";"?";0;1;"?";"?";"Some concerns";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Matos, M., Bauermeister, J.J., Bernal, G. (2009) Parent-child interaction therapy for puerto rican preschool children with ADHD and behavior problems: A pilot efficacy study. Fam Process, 48(2), 232-252.";"Matos_2009_msd_ECBI-intensity(T)_post_NA_parent_PCIT_wl_NA_NA";1,60395035377105;0,4190908917557564;NA;NA;NA;NA;NA;NA
"Matos, 2009";"PCIT";"wl";NA;NA;"DBRS-hyperactivity";"parent";"ADHD HI";"msd";13,89;5,02;20,92;3,7;20;12;21,1;4,44;22,67;2,87;"Clinic and Community";"NA";5;"Puerto Rico";14,5;"post";NA;2009;"?";"?";0;1;"?";"?";"Some concerns";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Matos, M., Bauermeister, J.J., Bernal, G. (2009) Parent-child interaction therapy for puerto rican preschool children with ADHD and behavior problems: A pilot efficacy study. Fam Process, 48(2), 232-252.";"Matos_2009_msd_DBRS-hyperactivity_post_NA_parent_PCIT_wl_NA_NA";1,496113145804633;0,4124803395591558;NA;NA;NA;NA;NA;NA
"Matos, 2009";"PCIT";"wl";NA;NA;"DBRS-inattention";"parent";"ADHD A";"msd";9,9;4,3;15,83;6,89;20;12;15,25;5,15;16,67;6,01;"Clinic and Community";"NA";5;"Puerto Rico";14,5;"post";NA;2009;"?";"?";0;1;"?";"?";"Some concerns";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Matos, M., Bauermeister, J.J., Bernal, G. (2009) Parent-child interaction therapy for puerto rican preschool children with ADHD and behavior problems: A pilot efficacy study. Fam Process, 48(2), 232-252.";"Matos_2009_msd_DBRS-inattention_post_NA_parent_PCIT_wl_NA_NA";1,071258111162127;0,3901332533903764;NA;NA;NA;NA;NA;NA
"Mautone, 2012";"FSS-EE";"care";NA;NA;"SNAP-P";"parent";"ADHD total";"msd";1,38;0,36;1,61;0,4;24;29;1,66;0,53;1,79;0,35;"Community and Clinic and School";72,15;"NA";"USA";12;"post";NA;2012;"?";"?";0;0;"?";"?";"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mautone, J.A., Marshall, S.A., Sharman, J., Eiraldi, R. B., Jawad, A.F., Power, T.J. (2012) Development of a family-School intervention for young children with attention deficit hyperactivity disorder. School Psych Rev, 41(4), 447-466.";"Mautone_2012_msd_SNAP-P_post_NA_parent_FSS-EE_care_NA_NA";0,5924533817100449;0,2820653125134615;NA;NA;NA;NA;NA;NA
"Miranda, 2013";"Psychosocial intervention";"No treatment";NA;NA;"H/I parents";"parent";"ADHD HI";"msd";0,903;1,08;-0,399;0,609;27;15;-0,372;0,601;-0,563;0,617;"Clinic and Community";85,73;7,5;"Spain";36;"post";NA;2011;"?";"?";0;"?";1;"?";"Some concerns";"High";"High";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Miranda, A., Presentación, M. J., Siegenthaler, R., & Jara, P. (2013). Effects of a Psychosocial Intervention on the Executive Functioning in Children With ADHD. Journal of Learning Disabilities, 46(4), 363–376.";"Miranda_2011_msd_H/Iparents_post_NA_parent_Treatment_Notreatment_NA_NA";1,35562545477865;0,3555711814729708;NA;NA;NA;NA;NA;NA
"Miranda, 2013";"Psychosocial intervention";"No treatment";NA;NA;"Attention parents";"parent";"ADHD A";"msd";0,95;0,895;-0,57;0,656;27;15;-0,262;0,681;-0,664;0,679;"Clinic and Community";85,73;7,5;"Spain";36;"post";NA;2011;"?";"?";0;"?";1;"?";"Some concerns";"High";"High";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Miranda, A., Presentación, M. J., Siegenthaler, R., & Jara, P. (2013). Effects of a Psychosocial Intervention on the Executive Functioning in Children With ADHD. Journal of Learning Disabilities, 46(4), 363–376.";"Miranda_2011_msd_Attentionparents_post_NA_parent_Treatment_Notreatment_NA_NA";1,82019519065377;0,380364396619464;NA;NA;NA;NA;NA;NA
"Murray, 2008";"Daily report card";"tau";NA;NA;"SKAMP-Total";"teacher";"ADHD total";"msd";1,11;0,58;1,26;0,64;15;9;1,61;0,55;1,56;0,35;"Community";71;8,5;"USA";5,7;"post";NA;2008;"?";"?";0;1;"?";"?";"High";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Murray, D. W., Rabiner, D., Schulte, A., Newitt, K. (2008). Feasibility and Integrity of a Parent–Teacher Consultation Intervention for ADHD Students. Child Youth Care Forum, 37, 111–126.";"Murray_2008_msd_SKAMP-Total_post_NA_teacher_INT_tau_NA_NA";0,2403737859975797;0,4231654941222906;NA;NA;NA;NA;NA;NA
"Murray, 2008";"Daily report card";"tau";NA;NA;"SKAMP Deportement";"teacher";"ADHD HI";"msd";0,92;0,65;1,06;0,7;15;9;1,18;0,75;1,14;0,73;"Community";71;8,5;"USA";5,7;"post";NA;2008;"?";"?";0;1;"?";"?";"High";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Murray, D. W., Rabiner, D., Schulte, A., Newitt, K. (2008). Feasibility and Integrity of a Parent–Teacher Consultation Intervention for ADHD Students. Child Youth Care Forum, 37, 111–126.";"Murray_2008_msd_SKAMPDeportement_post_NA_teacher_INT_tau_NA_NA";0,2021679127936324;0,42271879812174;NA;NA;NA;NA;NA;NA
"Murray, 2008";"Daily report card";"tau";NA;NA;"SKAMP-Attention";"teacher";"ADHD A";"msd";1,25;0,66;1,26;0,65;15;9;1,82;0,59;1,65;0,33;"Community";71;8,5;"USA";5,7;"post";NA;2008;"?";"?";0;1;"?";"?";"High";"Low";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Murray, D. W., Rabiner, D., Schulte, A., Newitt, K. (2008). Feasibility and Integrity of a Parent–Teacher Consultation Intervention for ADHD Students. Child Youth Care Forum, 37, 111–126.";"Murray_2008_msd_SKAMP-Attention_post_NA_teacher_INT_tau_NA_NA";0,01470970142567169;0,4216427555807267;NA;NA;NA;NA;NA;NA
"Pfiffner, 2014";"CLAS";"tau";"CLAS";"tau";"P CSI count";"parent";"ADHD A";"Cohen's paired d, SE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Clinic and Community";54,18;8,6368;"USA";22;"post";NA;2014;"?";"?";0;1;"?";"?";"Some concerns";"Some concerns";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,636;0,193;NA;NA;"Pfiffner, L. J., Hinshaw, S. P., Owens, E., Zalecki, C., Kaiser, N. M., Villodas, M., & McBurnett, K. (2014). A two-site randomized clinical trial of integrated psychosocial treatment for ADHD-inattentive type. Journal of consulting and clinical psychology, 82(6), 1115–1127.";"Pfiffner_2014_Cohen'spairedd_SE_PCSIcount_post_NA_parent_CLAS_tau_CLAS_tau";0,636;0,193;NA;NA;NA;NA;NA;NA
"Pfiffner, 2014";"PFT";"tau";"PFT";"tau";"P CSI count";"parent";"ADHD A";"Cohen's paired d, SE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Clinic and Community";54,18;8,6368;"USA";22;"post";NA;2014;"?";"?";0;1;"?";"?";"Some concerns";"Some concerns";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,378;0,189;NA;NA;"Pfiffner, L. J., Hinshaw, S. P., Owens, E., Zalecki, C., Kaiser, N. M., Villodas, M., & McBurnett, K. (2014). A two-site randomized clinical trial of integrated psychosocial treatment for ADHD-inattentive type. Journal of consulting and clinical psychology, 82(6), 1115–1127.";"Pfiffner_2014_Cohen'spairedd_SE_PCSIcount_post_NA_parent_PFT_tau_PFT_tau";0,378;0,189;NA;NA;NA;NA;NA;NA
"Pfiffner, 2016";"CLS";"tau";NA;NA;"DSM-I symptom count";"parent and teacher";"ADHD A";"msd";3;2,1;5,1;2,5;36;30;6,3;1,1;6,4;1,6;"School";71,27;8,39;"USA";24,5;"post";NA;2016;"?";"?";0;1;"?";1;"Some concerns";"Some concerns";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Pfiffner, L.J., Rooney, M., Haack, L., Villodas, M., Delucchi, K., McBurnett, K. (2016). A Randomized Controlled Trial of a School-Implemented School-Home Intervention for Attention-Deficit/Hyperactivity Disorder Symptoms and Impairment. J Am Acad Child Adolesc Psychiatry,  55(9), 762-70.";"Pfiffner_2016_msd_DSM-Isymptomcount_post_NA_parentandteacher_CLS_tau_NA_NA";0,9062722163375945;0,2597736173321526;NA;NA;NA;NA;NA;NA
"Pisterman, 1989";"Attention-training treatment program";"wl";NA;NA;"Frequency of noncompliance";"coder";"Behavioral problems";"msd";3,7;3,2;5;3,9;23;23;8;6,7;6;3,7;"Clinic";80,43;4,15;"Canada";12;"post";NA;1989;"?";"?";1;1;"?";"?";"Some concerns";"Some concerns";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Pisterman, S., McGrath, P., Firestone, P., Goodman, J.T., Webster, I., Mallory, R. (1989) Outcome of Parent-Mediated Treatment of Preschoolers With Attention Deficit Disorder With Hyperactivity. J Consult Clin Psychol, 57(5), 628-635.";"Pisterman_1989_msd_Frequencyofnoncompliance_post_NA_coder_Treatment_wl_NA_NA";0,3581829054901048;0,2973215473233921;NA;NA;NA;NA;NA;NA
"Pisterman, 1992";"Attention-training treatment program";"wl";NA;NA;"Compliance in Task, percent";"coder";"Behavioral problems";"msd";49,5;14,7;42;14,4;23;22;28,7;10,5;34,7;12,8;"Clinic";84,2;4,146;"Canada";12;"post";NA;1992;"?";"?";1;0;"?";"?";"Some concerns";"Some concerns";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Pisterman, S., Firestone, P., McGrath, P., et al. (1992). The role of parent training in treatment of preschoolers with ADDH. Am J Orthopsychiatry, 62(3), 397-408.";"Pisterman_1992_msd_ComplianceinTask,percent_post_NA_coder_Attention-trainingtreatmentprogram_wl_NA_NA";0,5062724298369;0,3031226386639558;NA;NA;NA;NA;NA;NA
"Pisterman, 1992";"Attention-training treatment program";"wl";NA;NA;"attention (mean time) Parent-supervised (on task)";"coder";"ADHD A";"msd";55,4;39,7;80;65,1;23;22;40,1;30,9;47,2;29,4;"Clinic";84,2;4,146;"Canada";12;"post";NA;1992;"?";"?";1;0;"?";"?";"Some concerns";"Some concerns";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Pisterman, S., Firestone, P., McGrath, P., et al. (1992). The role of parent training in treatment of preschoolers with ADDH. Am J Orthopsychiatry, 62(3), 397-408.";"Pisterman_1992_msd_attention(meantime)Parent-supervised(ontask)_post_NA_coder_Attention-trainingtreatmentprogram_wl_NA_NA";-0,450657372769559;0,3021104045145008;NA;NA;NA;NA;NA;NA
"Power, 2012";"FSS";"care";NA;NA;"SNAP-P";"parent";"ADHD total";"msd";1,11;0,53;1,23;0,47;88;93;1,42;0,55;1,49;0,51;"Clinic/School/Community";68,34;"NA";"USA";12;"post";NA;2012;1;"?";0;1;"?";"?";"Some concerns";"Low";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Power, T.J., Mautone, J.A., Soffer, S.L., et al. (2012) A family-school intervention for children with ADHD: Results of a randomized clinical trial. J Consult Clin Psychol, 80(4), 611- 623.";"Power_2012_msd_SNAP-P_post_NA_parent_FSS_care_NA_NA";0,2389633720324958;0,1492494592944356;NA;NA;NA;NA;NA;NA
"Seeley, 2009";"First step to success";"tau";NA;NA;"Combined";"teacher";"ADHD total";"msd";8,45;3,55;11,399999999999999;2,45;23;19;11,7;1,9;11,485;2,25;"School";92,9;7,23;"USA";7;"post";NA;2009;"?";"?";0;1;"?";"?";"Low";"High";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Seeley, J. R., Small, J. W., Walker, H. M., Feil, E. G., Severson, H. H., Golly, A. M., & Forness, S. R. (2009). Efficacy of the First Step to Success intervention for students with attention-deficit/hyperactivity disorder. School Mental Health, 1(1), 37–48.";"Seeley_2009_msd_Combined_post_NA_teacher_Intervention_tau_NA_NA";0,9325668664575703;0,3269024610666308;NA;NA;NA;NA;NA;NA
"Seeley, 2009";"First step to success";"tau";NA;NA;"Systematic Screening for Behavior Disorders - maladaptive behavior Index";"teacher";"Behavioral problems";"msd";28,4;9,5;35,9;7,7;23;19;37,7;6,1;37,7;9,6;"School";92,9;7,23;"USA";7;"post";NA;2009;"?";"?";0;1;"?";"?";"Low";"High";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Seeley, J. R., Small, J. W., Walker, H. M., Feil, E. G., Severson, H. H., Golly, A. M., & Forness, S. R. (2009). Efficacy of the First Step to Success intervention for students with attention-deficit/hyperactivity disorder. School Mental Health, 1(1), 37–48.";"Seeley_2009_msd_SystematicScreeningforBehaviorDisorders-maladaptivebehaviorIndex_post_NA_teacher_Intervention_tau_NA_NA";0,8423163816809032;0,3238583273662343;NA;NA;NA;NA;NA;NA
"Seeley, 2009";"First step to success";"tau";NA;NA;"Systematic Skills Rating system - Hyperactive teacher";"teacher";"ADHD HI";"msd";7,8;3;10,6;1,7;23;19;10,9;1,4;10,07;1,6;"School";92,9;7,23;"USA";7;"post";NA;2009;"?";"?";0;1;"?";"?";"Low";"High";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Seeley, J. R., Small, J. W., Walker, H. M., Feil, E. G., Severson, H. H., Golly, A. M., & Forness, S. R. (2009). Efficacy of the First Step to Success intervention for students with attention-deficit/hyperactivity disorder. School Mental Health, 1(1), 37–48.";"Seeley_2009_msd_SystematicSkillsRatingsystem-Hyperactiveteacher_post_NA_teacher_Intervention_tau_NA_NA";1,098823972448428;0,3332296184002346;NA;NA;NA;NA;NA;NA
"Seeley, 2009";"First step to success";"tau";NA;NA;"Systematic Skills Rating System - Inattention teacher";"teacher";"ADHD A";"msd";9,1;4,1;12,2;3,2;23;19;12,5;2,4;12,9;2,9;"School";92,9;7,23;"USA";7;"post";NA;2009;"?";"?";0;1;"?";"?";"Low";"High";"Low";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Seeley, J. R., Small, J. W., Walker, H. M., Feil, E. G., Severson, H. H., Golly, A. M., & Forness, S. R. (2009). Efficacy of the First Step to Success intervention for students with attention-deficit/hyperactivity disorder. School Mental Health, 1(1), 37–48.";"Seeley_2009_msd_SystematicSkillsRatingSystem-Inattentionteacher_post_NA_teacher_Intervention_tau_NA_NA";0,8171643532177213;0,3230604038391615;NA;NA;NA;NA;NA;NA
"Shimabukuro, 2020";"WPJ";"wl";NA;NA;"Inattention (SNAP)";"parent";NA;"msd";14,63;4,91;17,48;4,53;28;24;18,89;3,83;19,33;3,95;"Community";83,33;8,39875;"Japan";13;"post";NA;2020;1;1;0;1;0;1;"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Shimabukuro, S., Daley, D., Thompson, M., Laver-Bradbury, C., Lovern, K., Tripp, G. (2020). Supporting Japanese Mothers of Children at Risk for Attention Deficit Hyperactivity Disorder (ADHD): A Small Scale Randomized Control Trial of Well Parent Japan. J Child Fam Stud, 29(6), 1604-1616.";"Shimabukuro_2020_msd_Inattention(SNAP)_post_NA_parent_WPJ_wl_NA_NA";0,59232823121659;0,2843564658842172;NA;NA;NA;NA;NA;NA
"Shimabukuro, 2020";"WPJ";"wl";NA;NA;"Hyperactivity (SNAP)";"parent";NA;"msd";8,89;4,48;8,52;5,29;28;24;14,15;5,68;11,62;6,2;"Community";83,33;8,39875;"Japan";13;"post";NA;2020;1;1;0;1;0;1;"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Shimabukuro, S., Daley, D., Thompson, M., Laver-Bradbury, C., Lovern, K., Tripp, G. (2020). Supporting Japanese Mothers of Children at Risk for Attention Deficit Hyperactivity Disorder (ADHD): A Small Scale Randomized Control Trial of Well Parent Japan. J Child Fam Stud, 29(6), 1604-1616.";"Shimabukuro_2020_msd_Hyperactivity(SNAP)_post_NA_parent_WPJ_wl_NA_NA";-0,074839781844613;0,2782740903200567;NA;NA;NA;NA;NA;NA
"Shimabukuro, 2020";"WPJ";"wl";NA;NA;"ODD (SNAP)";"parent";NA;"msd";4,67;3,14;6,14;4,92;28;24;9,7;6,12;9,67;4,78;"Community";83,33;8,39875;"Japan";13;"post";NA;2020;1;1;0;1;0;1;"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Shimabukuro, S., Daley, D., Thompson, M., Laver-Bradbury, C., Lovern, K., Tripp, G. (2020). Supporting Japanese Mothers of Children at Risk for Attention Deficit Hyperactivity Disorder (ADHD): A Small Scale Randomized Control Trial of Well Parent Japan. J Child Fam Stud, 29(6), 1604-1616.";"Shimabukuro_2020_msd_ODD(SNAP)_post_NA_parent_WPJ_wl_NA_NA";0,3568756514411469;0,280434208285895;NA;NA;NA;NA;NA;NA
"Shimabukuro, 2020";"WPJ";"wl";NA;NA;"Inattention (CBCL)";"parent";NA;"msd";62,85;6,91;66;5,62;26;20;65,48;7,11;65,7;6,15;"Community";83,33;8,39875;"Japan";13;"post";NA;2020;1;1;0;1;0;1;"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Shimabukuro, S., Daley, D., Thompson, M., Laver-Bradbury, C., Lovern, K., Tripp, G. (2020). Supporting Japanese Mothers of Children at Risk for Attention Deficit Hyperactivity Disorder (ADHD): A Small Scale Randomized Control Trial of Well Parent Japan. J Child Fam Stud, 29(6), 1604-1616.";"Shimabukuro_2020_msd_Inattention(CBCL)_post_NA_parent_WPJ_wl_NA_NA";0,4848858849688124;0,3018394521495906;NA;NA;NA;NA;NA;NA
"Shimabukuro, 2020";"WPJ";"wl";NA;NA;"Aggression (CBCL)";"parent";NA;"msd";61,26;5,4;64,2;4,48;26;20;64,26;5,32;65,15;4,34;"Community";83,33;8,39875;"Japan";13;"post";NA;2020;1;1;0;1;0;1;"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Shimabukuro, S., Daley, D., Thompson, M., Laver-Bradbury, C., Lovern, K., Tripp, G. (2020). Supporting Japanese Mothers of Children at Risk for Attention Deficit Hyperactivity Disorder (ADHD): A Small Scale Randomized Control Trial of Well Parent Japan. J Child Fam Stud, 29(6), 1604-1616.";"Shimabukuro_2020_msd_Aggression(CBCL)_post_NA_parent_WPJ_wl_NA_NA";0,5752233982722074;0,3036192293323498;NA;NA;NA;NA;NA;NA
"Sibley, 2013";"Stand";"tau";NA;NA;"Combined";"parent";"ADHD total";"msd";0,9400000000000001;0,485;1,45;0,6950000000000001;18;18;2,04;0,485;1,92;0,48;"School and Community";72,25;12,39;"USA";12;"post";NA;2013;"?";"?";0;1;"?";"?";"Some concerns";"High";"High";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sibley, M.H., Pelham, W.E., Derefinko, K.J. et al. (2013). A Pilot Trial of Supporting teens’ Academic Needs Daily (STAND): A Parent-Adolescent Collaborative Intervention for ADHD. Journal of Psychopathology and Behavior Assessment, 35, 436–449.";"Sibley_2013_msd_Combined_post_NA_parent_Stand_tau_NA_NA";0,8321229869146397;0,3480952207496452;NA;NA;NA;NA;NA;NA
"Sibley, 2013";"Stand";"tau";NA;NA;"HI-P";"parent";"ADHD HI";"msd";0,79;0,43;1,15;0,68;18;18;1,84;0,56;1,55;0,52;"School and Community";72,25;12,39;"USA";12;"post";NA;2013;"?";"?";0;1;"?";"?";"Some concerns";"High";"High";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sibley, M.H., Pelham, W.E., Derefinko, K.J. et al. (2013). A Pilot Trial of Supporting teens’ Academic Needs Daily (STAND): A Parent-Adolescent Collaborative Intervention for ADHD. Journal of Psychopathology and Behavior Assessment, 35, 436–449.";"Sibley_2013_msd_HI-P_post_NA_parent_Stand_tau_NA_NA";0,6187352483779749;0,3415738200277985;NA;NA;NA;NA;NA;NA
"Sibley, 2013";"Stand";"tau";NA;NA;"Inatt-P";"parent";"ADHD A";"msd";1,09;0,54;1,75;0,71;18;18;2,24;0,41;2,29;0,44;"School and Community";72,25;12,39;"USA";12;"post";NA;2013;"?";"?";0;1;"?";"?";"Some concerns";"High";"High";"High";"Some concerns";"High";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sibley, M.H., Pelham, W.E., Derefinko, K.J. et al. (2013). A Pilot Trial of Supporting teens’ Academic Needs Daily (STAND): A Parent-Adolescent Collaborative Intervention for ADHD. Journal of Psychopathology and Behavior Assessment, 35, 436–449.";"Sibley_2013_msd_Inatt-P_post_NA_parent_Stand_tau_NA_NA";1,023114917789503;0,3554122216781864;NA;NA;NA;NA;NA;NA
"Sibley, 2016";"Stand";"tau";NA;NA;"ADHD Symptom Severity (P)";"parent";"ADHD total";"msd";1,31;0,58;1,76;0,61;67;61;1,85;0,6;1,87;0,62;"School";64,86953125;12,7453125;"USA";14;"post";NA;2016;"?";"?";0;1;"?";"?";"Low";"Low";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sibley, M.H., Graziano, P.A., Kuriyan, A. B., et al. (2016). Parent-Teen Behavior Therapy + Motivational Interviewing for Adolescents with ADHD. J Consult Clin Psychol, 84(8), 699-712.";"Sibley_2016_msd_ADHDSymptomSeverity(P)_post_NA_parent_Stand_tau_NA_NA";0,7524562614652585;0,1831860172155325;NA;NA;NA;NA;NA;NA
"Sibley, 2016";"Stand";"tau";NA;NA;"Disruptive behavior (P)";"parent";"Behavioral problems";"msd";0,82;0,54;1,08;0,7;67;61;1,01;0,57;1,05;0,53;"School";64,86953125;12,7453125;"USA";14;"post";NA;2016;"?";"?";0;1;"?";"?";"Low";"Low";"Low";"Some concerns";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sibley, M.H., Graziano, P.A., Kuriyan, A. B., et al. (2016). Parent-Teen Behavior Therapy + Motivational Interviewing for Adolescents with ADHD. J Consult Clin Psychol, 84(8), 699-712.";"Sibley_2016_msd_Disruptivebehavior(P)_post_NA_parent_Stand_tau_NA_NA";0,4159478249111951;0,1788932097483562;NA;NA;NA;NA;NA;NA
"Sonuga Barke, 2001";"PT";"PC&S";NA;NA;"Child ADHD: PACS";"parent";"ADHD total";"msd";15,31;5,75;19,11;5,02;30;28;20,5;2,71;21,6;3,67;"Clinic";61,5;3,5;"UK";8;"post";NA;2001;"?";"?";0;1;"?";"?";"Some concerns";"Low";"Low";"Low";"Some concerns";"Some concerns";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sonuga-Barke, E. J. S., Daley, D., Thompson, M., Laver-Bradbury, C., Weeks, A. (2001). Parent-based therapies for preschool attention-deficit/hyperactivity disorder: A randomized controlled trial with a community sample. J Am Acad Child Adolesc Psychiatry, 40(4), 402-408.";"SonugaBarke_2001_msd_ChildADHD:PACS_post_NA_parent_PT_PC&S_NA_NA";0,6929092653847292;0,2707402147299242;NA;NA;NA;NA;NA;NA
